study_ID,temp_init,temp_regime,temp_range,treatment_name_study,mean_temp,min_temp,max_temp,DTR,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,LS_treat,LS_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,notes2,
67,25,0,10,,30,30,30,0,,,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,20,20,20,0,,,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,25,25,25,0,,,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,30,30,30,0,,,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,protein content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,20,20,20,0,,,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,25,25,25,0,,,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,30,30,30,0,,,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,20,20,20,0,,,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,25,25,25,0,,,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,30,30,30,0,,,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,free sugar content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,20,20,20,0,,,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,25,25,25,0,,,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,30,30,30,0,,,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,20,20,20,0,,,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,25,25,25,0,,,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,30,30,30,0,,,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,glycogen content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,20,20,20,0,,,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,25,25,25,0,,,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,30,30,30,0,,,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,20,20,20,0,,,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,25,25,25,0,,,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,0,10,,30,30,30,0,,,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,20,16,24,8,1,1,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,25,21,29,8,1,1,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
67,25,1,10,,30,26,34,8,1,1,3,3,3,lipid content residual,,model residual,,,1,0,Animalia,Hymenoptera,Ichneumonidae,Venturia,canescens,1,1,1,1,0,North: 44ç58?34?,East: 4ç55?66?,,0,1,1,,
90,26,0,,,26,,,,,,21600,,,Population size,,individuals/ml,5.25,1,26,5.2,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,"Studied organism is a eukaryotic protozoan. The first 10 lines represent the parasite in media, not infecting a host. The next 10 lines represent the same experient except within a host (Holospora undulata)",
90,26,0,,,28,,,,,,21600,,,Population size,,individuals/ml,5.25,1,28,5.2,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,30,,,,,,21600,,,Population size,,individuals/ml,5.08,1,30,5.1,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,32,,,,,,21600,,,Population size,,individuals/ml,5,1,32,5,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,26,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,5.18,1,26,5.1,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,28,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,5,1,28,5,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,30,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,4.9,1,30,4.9,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,32,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,4.76,1,32,4.8,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,23,,,,,,21600,,,Population size,,individuals/ml,5.27,1,23,5.3,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,35,,,,,,21600,,,Population size,,individuals/ml,4.43,1,35,4.4,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,end experiment 1 (no host),
90,26,0,,,26,,,,,,21600,,,Population size,,individuals/ml,4.91,1,26,4.9,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,28,,,,,,21600,,,Population size,,individuals/ml,4.9,1,28,4.9,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,30,,,,,,21600,,,Population size,,individuals/ml,4.73,1,30,4.7,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,32,,,,,,21600,,,Population size,,individuals/ml,5.59,1,32,4.6,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,26,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,4.8,1,26,4.8,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,28,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,4.72,1,28,4.7,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,30,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,4.49,1,30,4.5,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,1,12,,32,23,35,12,1,1,10800,5400,5400,Population size,,individuals/ml,4.41,1,32,4.4,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,23,,,,,,21600,,,Population size,,individuals/ml,4.95,1,23,5,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
90,26,0,,,35,,,,,,21600,,,Population size,,individuals/ml,4.21,1,35,4.1,1,1,Eukarya,Peniculida,Parameciidae,Paramecium,caudatum,,,1,,0,,,0,,,
91,21,0,,,17.5,,,,,,14400,,,prepupal weight,,mg,0.51,1,17.5,0.51,1,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,22.5,,,,,,14400,,,prepupal weight,,mg,0.32,1,22.5,0.32,1,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,27.5,,,,,,14400,,,prepupal weight,,mg,0.39,1,27.5,0.39,1,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,17.5,10,25,15,2,1,7200,3600,3600,prepupal weight,,mg,0.52,1,17.5,0.54,1,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,22.5,15,30,15,2,1,7200,3600,3600,prepupal weight,,mg,0.51,1,22.5,0.51,1,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,27.5,20,35,15,2,1,7200,3600,3600,prepupal weight,,mg,0.49,1,27.5,0.48,1,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,17.5,,,,,,14400,,,Egg Cocoon Mortality,,percent,9.1,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,22.5,,,,,,14400,,,Egg Cocoon Mortality,,percent,13,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,27.5,,,,,,14400,,,Egg Cocoon Mortality,,percent,1.3,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,17.5,10,25,15,2,1,7200,3600,3600,Egg Cocoon Mortality,,percent,5.2,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,22.5,15,30,15,2,1,7200,3600,3600,Egg Cocoon Mortality,,percent,10.5,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,27.5,20,35,15,2,1,7200,3600,3600,Egg Cocoon Mortality,,percent,5.2,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,17.5,,,,,,14400,,,Prepupa mortality,,percent,1.8,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,22.5,,,,,,14400,,,Prepupa mortality,,percent,0,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,27.5,,,,,,14400,,,Prepupa mortality,,percent,0,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,17.5,10,25,15,2,1,7200,3600,3600,Prepupa mortality,,percent,3.4,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,22.5,15,30,15,2,1,7200,3600,3600,Prepupa mortality,,percent,26.9,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,27.5,20,35,15,2,1,7200,3600,3600,Prepupa mortality,,percent,9.2,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,17.5,,,,,,14400,,,Pupa mortality,,percent,0,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,22.5,,,,,,14400,,,Pupa mortality,,percent,1.9,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,27.5,,,,,,14400,,,Pupa mortality,,percent,0,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,17.5,10,25,15,2,1,7200,3600,3600,Pupa mortality,,percent,0,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,22.5,15,30,15,2,1,7200,3600,3600,Pupa mortality,,percent,3.8,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,27.5,20,35,15,2,1,7200,3600,3600,Pupa mortality,,percent,1.5,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,0,1,1,1,49.013,12.102,0,1,,
91,21,0,,,17.5,,,,,,14400,,,Adult mortality,,percent,16.1,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,1,1,1,1,49.013,12.102,0,1,,
91,21,0,,,22.5,,,,,,14400,,,Adult mortality,,percent,24.5,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,1,1,1,1,49.013,12.102,0,1,,
91,21,0,,,27.5,,,,,,14400,,,Adult mortality,,percent,100,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,1,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,17.5,10,25,15,2,1,7200,3600,3600,Adult mortality,,percent,0,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,1,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,22.5,15,30,15,2,1,7200,3600,3600,Adult mortality,,percent,1.9,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,1,1,1,1,49.013,12.102,0,1,,
91,21,1,10,,27.5,20,35,15,2,1,7200,3600,3600,Adult mortality,,percent,86.2,1,,,0,0,Eukarya,Hymenoptera,Megachilidae,Osmia,bicornis,0,1,1,1,1,49.013,12.102,0,1,,
111,21,0,,constant_25,14,14,14,,,,2880,,,fecundity,,eggs/day,2,1,14,5,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,18,18,18,,,,2880,,,fecundity,,eggs/day,17,1,18,20.7,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,21,21,21,,,,2880,,,fecundity,,eggs/day,41,1,21,43.2,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,25,25,25,,,,2880,,,fecundity,,eggs/day,57,1,25,60.2,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,28,28,28,,,,2880,,,fecundity,,eggs/day,80,1,28,94.3,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,30,30,30,,,,2880,,,fecundity,,eggs/day,79,1,30,76.6,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,33,33,33,,,,2880,,,fecundity,,eggs/day,60,1,33,68.4,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,36,36,36,,,,2880,,,fecundity,,eggs/day,8,1,36,18.6,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,14,14,32,18,1,1,1220,610,610,fecundity,,eggs/day,2,1,14,3,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,18,18,32,14,1,1,1220,610,610,fecundity,,eggs/day,22,1,18,28.2,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,21,18,32,14,1,1,1220,610,610,fecundity,,eggs/day,40,1,21,48.6,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,25,18,21,14,1,1,1220,610,610,fecundity,,eggs/day,57,1,25,69.1,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,28,18,32,14,1,1,1220,610,610,fecundity,,eggs/day,81,1,28,84.8,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,30,18,32,14,1,1,1220,610,610,fecundity,,eggs/day,68,1,30,89.5,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,33,18,33,15,1,1,1220,610,610,fecundity,,eggs/day,55,1,33,61.6,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_25,36,18,36,18,1,1,1220,610,610,fecundity,,eggs/day,8,1,36,12.5,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,14,11,25,14,1,1,1220,610,610,fecundity,,eggs/day,3,1,14,5,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,18,11,25,14,1,1,1220,610,610,fecundity,,eggs/day,15,1,18,26.1,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,21,11,25,14,1,1,1220,610,610,fecundity,,eggs/day,25,1,21,58.9,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,25,11,25,14,1,1,1220,610,610,fecundity,,eggs/day,55,1,25,82.7,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,28,11,28,17,1,1,1220,610,610,fecundity,,eggs/day,63,1,28,69.1,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,30,11,30,19,1,1,1220,610,610,fecundity,,eggs/day,61,1,30,89.5,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,33,11,33,21,1,1,1220,610,610,fecundity,,eggs/day,39,1,33,46.6,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,1,25,stochastic_18,36,11,36,25,1,1,1220,610,610,fecundity,,eggs/day,5,1,36,5,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,25.761,80.192,0,0,Begin Miami flies,
111,21,0,,constant_25,14,14,14,,,,2880,,,fecundity,,eggs/day,4,1,14,2.3,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,39.891,74.922,0,0,Begin New Jersey flies,
111,21,0,,constant_25,18,18,18,,,,2880,,,fecundity,,eggs/day,28,1,18,13.9,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,39.891,74.922,0,0,Begin New Jersey flies,
111,21,0,,constant_25,21,21,21,,,,2880,,,fecundity,,eggs/day,59,1,21,44.5,1,0,Eukarya,Diptera,Drosophilidae,Drosophila,melanogaster,1,1,1,1,1,39.891,74.922,0,0,Begin New Jersey flies,
